영화명,개봉일,관객수,누적관객수,year_month
작별,2002-09-27,208,208,200809
꿈꾸는 카메라-사창가에서 태어나+프리헬드,,198,198,200809
쿵푸 팬더,2008-06-05,192,4653853,200809
극장판 도라에몽:진구의 마계대모험 7인의 마법사,2008-07-17,190,315509,200809
세상 끝과의 조우,,186,186,200809
유러피언 애니_페스티벌 인 서울_체코 애니스페셜,2008-09-05,180,180,200809
8월의 크리스마스,1998-01-24,180,545,200809
안녕? 허대짜수짜님!,2008-08-22,166,324,200809
비투스,2008-04-09,163,35189,200809
시티 오브 갓,2005-11-04,163,6976,200809
포 미니츠,2007-10-25,150,16883,200809
헬보이 2+신기전+맘마미아,2008-09-25,139,139,200809
9월 단편 상상극장,,135,135,200809
신기전+외톨이+황시,2008-09-18,135,135,200809
고야의 유령,2008-04-03,132,4500,200809
"색, 계",2007-11-08,131,1910517,200809
바벨,2007-02-22,128,217065,200809
개그맨,1989-06-24,128,128,200809
이노센트 보이스,2008-08-28,127,338,200809
아귀레 신의 분노,2002-08-02,120,120,200809
신의 아이들,,117,117,200809
빅 시티,2008-09-11,115,402,200809
영화사 1부,2008-08-22,109,199,200809
첫사랑,1993-01-22,103,103,200809
가미가제 이야기,,101,101,200809
레몬 트리,2008-07-10,99,4416,200809
포그 오브 워,,98,98,200809
애프터 미드나잇,2007-08-23,97,8331,200809
영화사 2부,2008-08-22,95,176,200809
벽 안의 아이들,,91,91,200809
하얀전쟁,1992-07-04,86,86,200809
2008 인디애니페스트-애니메이션 수프1,,85,85,200809
남부군,1990-06-02,82,82,200809
입술은 안돼요,2007-09-06,82,2210,200809
택시 투 더 다크 사이드,,78,78,200809
범죄에 대한 수필(아르치발도 드 라 크루즈의 범죄 인생),2008-08-22,77,266,200809
"지난 겨울, 갑자기",,75,75,200809
2008 인디애니페스트-파노라마,,74,74,200809
히어 앤 나우,,73,73,200809
Indi-Visual 제이 로젠블라트 2,2008-09-04,69,69,200809
아비정전,1990-12-22,67,7129,200809
멕시코에서 버스 타기(승천),2008-08-22,67,263,200809
2008 인디애니페스트-경쟁1 일반,,65,65,200809
중경삼림,1995-09-02,65,4067,200809
학교 가는 길,2008-06-19,64,1261,200809
EX-Now 경쟁 6,2008-09-04,61,61,200809
2008 인디애니페스트-경쟁3 학생,,61,61,200809
은하해방전선,2007-11-29,59,4787,200809
Indi-Visual 고창수,,59,59,200809
유러피언 애니_페스티벌 인 서울_레 뉘 마지끄 스페셜 1,2008-09-05,59,59,200809
에덴의 악마들,,58,58,200809
유러피언 애니_페스티벌 인 서울_폴란드 슬로바키아 애니스페셜,2008-09-05,58,58,200809
EIDF-대상수상작,2008-09-11,57,57,200809
요코하마 메리,2008-02-07,56,534,200809
우리가 알았더라면,,54,54,200809
바시르와 왈츠를,2008-11-20,54,90,200809
EX-Choice 3 소비극,2008-09-04,54,54,200809
EX-Retro 에비게일 차일드 3,2008-09-04,54,54,200809
아주르와 아스마르,2008-02-21,54,9814,200809
EX-Now 경쟁 1,2008-09-04,52,52,200809
새로운 신,,52,52,200809
초록물고기,1997-02-07,51,51,200809
아마추어의 반란,,50,50,200809
EX-Choice 1 소_극,2008-09-04,48,48,200809
붉은 경쟁,,48,48,200809
이상한 정열 El,2008-08-22,46,305,200809
나는 영국왕을 섬겼다,2008-05-01,46,4991,200809
환상의 전차를 타고 여행하다,2008-08-22,46,216,200809
존 케이지 스페셜 2,2008-09-04,45,45,200809
안녕하세요 하나님,1987-12-24,45,103,200809
유러피언 애니_페스티벌 인 서울_레 뉘 마지끄 스페셜 2,2008-09-05,45,45,200809
EX-Now 경쟁 5,2008-09-04,44,44,200809
"유, 더 리빙",,44,739,200809
미운오리새끼,,44,44,200809
천국의 가장자리,,43,722,200809
저스트 어바웃 러브,,43,559,200809
EX-Retro 에비게일 차일드 1,2008-09-04,43,43,200809
헌팅 파티,,43,51,200809
그들도 우리처럼,1990-11-10,43,43,200809
조난 프리타,,42,42,200809
잊혀진 사람들,2008-08-22,42,202,200809
EIDF-심사위원 특별상 수상작,2008-09-11,41,41,200809
예술가와 수단 쌍둥이,,41,41,200809
EX-Live 2 존 케이지 스페셜 : 퍼포먼스,2008-09-04,41,41,200809
2005 [통합]영화제/기획전/회고전 등,,41,75312,200809
영국인 외과 의사,,40,40,200809
엘리트 스쿼드,,40,106,200809
家家호호,,39,39,200809
"나의 사랑, 나의 신부",1990-12-29,38,38,200809
경마장 가는 길,1991-12-21,38,38,200809
그 섬에 가고 싶다,1993-12-24,38,38,200809
After 2000_단편 애니 걸작선,,37,37,200809
단편영화 감독 특별전_유지태,,37,37,200809
접속,1997-09-13,37,37,200809
페르세폴리스,2008-05-08,37,11378,200809
2008 인디애니페스트-경쟁2 일반,,36,36,200809
사일런트 힐,2006-11-09,36,164093,200809
존 케이지 스페셜 1,2008-09-04,35,35,200809
그때 거기 있었습니까?,2008-01-03,34,1673,200809
네온 속으로 노을지다,1995-02-25,34,34,200809
미스트,2008-01-10,34,521299,200809
EX-Live 1-무비 콘서트 III,2008-09-04,34,34,200809
존 레논 컨피덴셜,2008-07-31,33,3241,200809
양쯔강을 따라서,,33,33,200809
EX-Now 경쟁 4,2008-09-04,33,33,200809
2008 인디애니페스트-애니메이션 수프2,,32,32,200809
검은 풍선,,32,67,200809
After 2000_방황하는 사람들,,32,32,200809
밀양,2007-05-23,31,1604120,200809
치즈와 구더기,,31,31,200809
EIDF-시청자상 수상작,2008-09-11,30,30,200809
씨노이블,2007-06-28,30,20728,200809
텍사스 전기톱 연쇄살인사건 : 0,2007-02-22,30,94050,200809
내 마음의 풍금,1999-03-27,29,29,200809
샴,2007-07-17,29,496233,200809
나자린,,28,197,200809
9.11-8.15 일본심중,,28,28,200809
백수와 고용,,28,28,200809
2008 인디애니페스트-비경쟁,,28,28,200809
기담,2007-08-01,27,644049,200809
Indi-Visual 제이 로젠블라트 1,2008-09-04,27,27,200809
다카다와타루 스타일로,,26,26,200809
적벽대전:거대한 전쟁의 시작,2008-07-10,26,1570703,200809
요절복통 프레드의 사랑찾기,2008-07-10,26,1375,200809
화엄경,1993-06-26,26,26,200809
해피엔드,1999-12-11,26,26,200809
패스트푸드 네이션,2008-07-03,25,2387,200809
Lab Program 1,2008-09-04,25,25,200809
유러피언 애니_페스티벌 인 서울_오로라 스페셜 1,2008-09-05,25,25,200809
EX-Now 경쟁 3,2008-09-04,24,24,200809
1408,2007-08-01,24,252878,200809
어웨이 프롬 허,2008-03-27,24,15961,200809
EIDF-다큐멘터리 정신상 수상작,2008-09-11,24,24,200809
"굿모닝, 나잇",2006-12-01,23,1000,200809
필승必勝 Ver 2.0 연영석,2008-06-06,23,316,200809
"배, 산에 오르다",,23,23,200809
올드 플레이스+21세기의 기원,2008-08-22,22,38,200809
After 2000_신기한 로맨스,,22,22,200809
엑스파일+월-E(자막)+다크나이트,2008-08-21,22,507,200809
블러프,,21,21,200809
그림자+하리마노,2008-09-20,21,21,200809
작가를 만나다-이지상,2008-09-27,21,21,200809
2008 인디애니페스트-개막작 섹션,,21,21,200809
아름다운 청년 전태일,1995-11-18,21,21,200809
로맨스,,20,1336,200809
EX-Now 경쟁 2,2008-09-04,20,20,200809
AA,,20,20,200809
수입/수출,2008-06-19,20,234,200809
단편영화 감독 특별전_원신연,,20,20,200809
2008 인디애니페스트-경쟁4 학생,,20,20,200809
Lab Program 3,2008-09-04,19,19,200809
EXiS2008 폐막식,,19,19,200809
존 케이지 스페셜 3,2008-09-04,19,19,200809
"하루, 48시간",,19,33,200809
상실의 파편+왜놈에게,2008-09-20,19,19,200809
시간을 달리는 소녀,2007-06-14,18,58444,200809
서영주 단편영화 배우 3인방_서영주,,18,18,200809
유러피언 애니_페스티벌 인 서울_오로라 스페셜 2,2008-09-05,18,18,200809
무용,2008-05-22,18,1966,200809
브로큰 잉글리쉬,2008-07-03,18,4100,200809
JLG/JLG 고다르의 자화상 특별전-사랑의 찬가,2008-04-12,18,326,200809
헬렌 힐 추모전 1,2008-09-04,18,18,200809
다크나이트+다찌마와 리+슈퍼히어로,2008-08-21,18,441,200809
피도 눈물도 없이,2002-02-28,17,17,200809
애니충격 감독열전-희로애락 블루스-원종식,2008-09-26,17,17,200809
After 2000_진실의 이면,,17,17,200809
내가 정말 미소 짓고 있었을까,,17,17,200809
아웃 오브 플레이스,,17,17,200809
츠치모토 노리아키의 다큐멘터리와 삶,,17,17,200809
카운터페이터,2008-07-03,17,16244,200809
2008 인디애니페스트-경쟁5 학생,,16,16,200809
Indi-Visual 진 리오타,2008-09-04,16,16,200809
존 케이지 스페셜 4,2008-09-04,16,16,200809
써티 데이즈 오브 나이트,2008-01-10,16,92687,200809
After 2000_빛의 속도,,16,16,200809
삼국지:용의 부활,2008-04-03,15,1025302,200809
철콘 근크리트,2007-08-02,15,158,200809
EX-Choice 4 선택극,2008-09-04,15,15,200809
나의 장례일기,,15,15,200809
단편영화 배우 3인방_유형근,,15,15,200809
프린스 앤 프린세스,2001-05-05,14,232,200809
오타와 애니메이션 영화제 역대 수상작 모음,2008-08-24,14,47,200809
프랑스 영화 2X50,,14,22,200809
갓파 쿠와 여름방학을,2008-06-26,13,35654,200809
폭력의 역사,2007-07-26,13,2901,200809
단편영화 배우 3인방-이채은,,13,13,200809
EX-Retro 에비게일 차일드 2,2008-09-04,13,13,200809
크레이지 스톤,2008-09-25,12,12,200809
석양의 갱들,,11,483,200809
석양의 무법자,2008-07-15,11,797,200809
EX-Choice 2 비_극,2008-09-04,11,11,200809
금요단편극장-누구에게나 잔혹한 밤은 있다,,11,11,200809
너는 내 운명,2005-09-23,11,2701255,200809
킹스 앤 퀸,2007-03-02,11,1284,200809
스페이스 침스:우주선을 찾아서,2008-07-17,10,269943,200809
스콜피온,,10,24,200809
단편영화 감독 특별전_이진우,,9,9,200809
인디애니박스:셀마의 단백질 커피,2008-06-20,9,2865,200809
대나무숲의 유언,,9,9,200809
헬렌 힐 추모전 2,2008-09-04,9,9,200809
반신반의,,8,8,200809
인어 공주,2004-06-30,8,437236,200809
백 드롭 쿠르디스탄,,7,7,200809
단편영화 감독 특별전_이유림,,7,7,200809
미디어예술제 프로그램,,7,153,200809
캔디,2008-04-17,7,4434,200809
아름답다,2008-02-14,7,1679,200809
EXiS2008 개막식,,6,6,200809
궤도,2008-07-11,6,345,200809
아워 뮤직,2006-09-07,6,1556,200809
별빛 속으로,2007-08-09,6,6687,200809
9월 독립애니 정기상영회,2008-09-16,5,5,200809
프리덤,,5,228,200809
스캔들-조선남녀상열지사,2003-10-02,4,1179,200809
알레그로 논 트로포,,4,109,200809
9월 실험영화정기상영회,2008-09-30,3,3,200809
SICAF 2008 수상작 모음2,2008-08-21,3,41,200809
브루노보제토 특별전2,2008-05-21,3,90,200809
Lab Program 2,2008-09-04,2,2,200809
뉴 코리안 웨이브,,2,149,200809
안시 애니메이션 영화제 역대 수상작 모음,2008-08-21,2,44,200809
SICAF 2008 수상작 모음1,2008-08-23,2,46,200809
곰이 되고 싶어요,2004-01-30,2,3411,200809
스타워즈 에피소드3 - 시스의복수,2005-05-26,2,1464794,200809
나도 아내가 있었으면 좋겠다,2001-01-13,1,1,200809
여름 궁전,2007-09-13,1,5615,200809
약속,1998-11-14,1,1,200809
작별,2008-03-27,0,1344,200809
어느날 그 길에서,2008-03-27,0,3350,200809
바보,2008-02-28,0,967626,200809
기아해협,,0,0,200809
별별 이야기 2-여섯 빛깔 무지개,2008-04-17,0,3625,200809
다크 나이트,2008-08-06,3712100,3712422,200808
미이라 3:황제의 무덤,2008-07-30,3422262,4075409,200808
"좋은 놈, 나쁜 놈, 이상한 놈",2008-07-17,2008928,6636859,200808
눈에는 눈 이에는 이,2008-07-31,1696162,1989252,200808
고死 : 피의 중간고사,2008-08-07,1569013,1582072,200808
월ㆍE,2008-08-06,1247928,1248509,200808
다찌마와리,2008-08-14,610625,610625,200808
님은 먼 곳에,2008-07-24,552482,1702572,200808
아기와 나,2008-08-14,419384,420073,200808
CJ7:장강7호,2008-08-21,290119,290119,200808
미드나잇 미트 트레인,2008-08-21,257081,257081,200808
엑스파일:나는 믿고싶다,2008-08-13,242283,242283,200808
신기전,2008-09-04,233317,233317,200808
케로로 더 무비:케로로 VS 케로로 천공대결전,2008-08-07,166242,166395,200808
맘마미아!,2008-09-03,146819,146819,200808
슈퍼히어로,2008-08-21,124145,124145,200808
님스 아일랜드,2008-07-17,107512,694539,200808
극장판 도라에몽:진구의 마계대모험 7인의 마법사,2008-07-17,104945,315319,200808
당신이 잠든 사이에,2008-08-14,64742,67270,200808
스페이스 침스:우주선을 찾아서,2008-07-17,57645,269933,200808
썸머 솔스티스,2008-08-28,50107,50107,200808
스마트 피플,2008-08-21,40964,40964,200808
적벽대전:거대한 전쟁의 시작,2008-07-10,36222,1570677,200808
스페어,2008-08-28,32282,32282,200808
누들,2008-08-14,29896,29896,200808
쿵푸 팬더,2008-06-05,24198,4653661,200808
강철중: 공공의 적 1-1,2008-06-19,8241,4313101,200808
100 피트,2008-07-24,8201,76985,200808
크로싱,2008-06-26,7792,893905,200808
미스트리스,2008-07-31,7291,8074,200808
영웅본색,1987-05-23,6859,7030,200808
마을에 부는 산들바람,2008-07-24,6550,10572,200808
지구,2008-09-04,4429,4429,200808
젤리 피쉬,2008-08-14,3954,4326,200808
샤인 어 라이트,2008-08-28,3665,3665,200808
우린 액션배우다,2008-08-28,3235,3259,200808
발렛,2008-08-21,3223,3255,200808
원티드,2008-06-26,2798,2858720,200808
라벤더의 연인들,2008-07-03,2724,6747,200808
존 레논 컨피덴셜,2008-07-31,2717,3208,200808
핸콕,2008-07-02,2716,2722574,200808
달려라 자전거,2008-08-07,2609,2609,200808
달려라 루디,2008-08-28,2173,2173,200808
아임 낫 데어,2008-05-29,1676,25226,200808
우주의 신비,2008-07-03,1638,1638,200808
여기보다 어딘가에,2008-08-21,1629,1695,200808
꽃보다 남자,2008-09-11,1612,1612,200808
레몬 트리,2008-07-10,1508,4317,200808
미션,1986-12-24,1358,7555,200808
미이라3+눈에는 눈 이에는 이+좋은 놈 나쁜놈 이상한 놈,2008-07-30,1231,1484,200808
울학교 이티,2008-09-11,1214,1214,200808
다크 나이트+월-E(자막)+미이라3,2008-08-06,1191,1191,200808
집오리와 들오리의 코인로커,2008-08-28,1173,1173,200808
카운터페이터,2008-07-03,1124,16227,200808
콰이어트 룸에서 만나요,2008-08-28,1075,1075,200808
다크나이트+다찌마와 리+엑스파일,2008-08-13,845,845,200808
소림소녀,2008-07-24,720,26434,200808
돼지코 아기공룡 임피의 모험,2008-06-26,635,30510,200808
미이라3+월-E+다크나이트,2008-08-13,585,585,200808
천상의 길 차마고도 극장판,,510,510,200808
레드벨트,2008-08-21,500,500,200808
엑스파일+월-E(자막)+다크나이트,2008-08-21,485,485,200808
다크나이트+다찌마와 리+슈퍼히어로,2008-08-21,423,423,200808
흑사회,2008-08-01,404,404,200808
브로큰 잉글리쉬,2008-07-03,398,4082,200808
인디애니박스:셀마의 단백질 커피,2008-06-20,395,2856,200808
렛 미 인,2008-11-13,381,381,200808
텐텐,2008-09-11,379,453,200808
좋은 놈 나쁜 놈 이상한 놈+님은 먼곳에+미이라3,2008-07-30,368,479,200808
8월의 크리스마스,1998-01-24,365,365,200808
흑사회 2,2008-08-01,364,364,200808
거북이는 의외로 빨리 헤엄친다,,362,545,200808
멀홀랜드 드라이브,2001-11-30,354,646,200808
록키 호러 픽쳐 쇼,1998-06-20,315,1313,200808
트러스트,2008-07-30,313,387,200808
당신에게 오늘 밤을,1971-10-02,292,292,200808
봄날은 간다,2001-09-28,291,415,200808
심플맨,,281,360,200808
아주르와 아스마르,2008-02-21,263,9760,200808
이상한 정열 El,2008-08-22,259,259,200808
인 더 풀,,254,421,200808
기담,2007-08-01,253,644022,200808
냉정과 열정사이,2003-10-10,248,448,200808
카니발 더 뮤지컬,,238,238,200808
대사건,2016-09-29,228,228,200808
부에나 비스타 소셜 클럽,2001-03-01,223,3857,200808
피티유,,218,218,200808
원스 어폰 어 타임 인 아메리카,1984-12-10,212,1207,200808
악몽 탐정,,209,209,200808
제3의 사나이,2008-08-09,199,199,200808
디센트,2007-07-05,199,232447,200808
멕시코에서 버스 타기(승천),2008-08-22,196,196,200808
댈러웨이 부인,2006-09-28,193,7586,200808
빅 시티,2008-09-11,192,287,200808
범죄에 대한 수필(아르치발도 드 라 크루즈의 범죄 인생),2008-08-22,189,189,200808
시간을 달리는 소녀,2007-06-14,188,58426,200808
플래닛 테러,2008-07-02,188,19324,200808
어웨이 프롬 허,2008-03-27,187,15937,200808
슬리더,2008-03-29,181,181,200808
블러디 아일랜드,,181,181,200808
절규,,177,177,200808
익사일,2007-07-05,176,2264,200808
아마추어,2008-07-30,171,312,200808
환상의 전차를 타고 여행하다,2008-08-22,170,170,200808
나자린,,169,169,200808
버그,2008-08-01,168,168,200808
패스트푸드 네이션,2008-07-03,168,2362,200808
페르세폴리스,2008-05-08,166,11341,200808
부에노스 아이레스 탱고 카페,2008-11-06,165,275,200808
리피피,2008-08-09,161,161,200808
저스트 어바웃 러브,,161,516,200808
잊혀진 사람들,2008-08-22,160,160,200808
안녕? 허대짜수짜님!,2008-08-22,158,158,200808
바보 헨리,,145,270,200808
그녀는 예뻤다,2008-06-12,142,4192,200808
석양의 무법자,2008-07-15,140,786,200808
헤드윅,2002-08-09,139,5057,200808
갓파 쿠와 여름방학을,2008-06-26,138,35641,200808
카뮈 따윈 몰라,2007-04-19,137,1143,200808
오만과 편견,2006-03-24,137,883337,200808
"색, 계",2007-11-08,136,1910386,200808
1408,2007-08-01,133,252854,200808
외출,2005-09-07,130,678916,200808
로맨스,,129,1316,200808
야쿠자,2008-08-10,128,128,200808
귀를 기울이면,2007-11-22,127,7063,200808
이노센트 보이스,2008-08-28,125,211,200808
아버지와 마리와 나,2008-06-12,125,4162,200808
비키 상영 묶음4,2008-08-17,125,125,200808
토니 타키타니,2005-09-22,122,11304,200808
샴,2007-07-17,120,496204,200808
무용,2008-05-22,116,1948,200808
은하해방전선,2007-11-29,115,4728,200808
옛날 옛적 서부에서,2008-07-11,114,818,200808
코끼리 이야기,,114,114,200808
비키 상영 묶음10,,114,114,200808
